cow_id,day,temperature,heart_rate,activity,rumination,milk_yield,disease,anomaly_score,herd_anomaly
1,1,40.64696412577026,85.63965722315233,35.55387651558948,439.32334195490125,8.97968386557335,1,3.6509731622346218,0
1,2,38.33610413013557,60.30525614065048,58.13840065378947,372.1949384312522,17.671351232148716,0,0.9979849829407794,0
1,3,36.67121569111448,74.50369682396904,62.24667621426991,308.5674401430483,17.859769679118827,0,2.9287287875303574,0
1,4,37.98031521401658,79.65648768921554,46.61335549270196,404.05169228127545,12.876259068932717,0,1.7644522179846167,0
1,5,38.58555341565587,59.84564337907547,40.996192248411326,456.8463892627983,21.45517000631091,0,1.3048368228943457,0
1,6,38.05510818180775,64.86502775262066,34.13433606566149,449.3526947261913,13.895781750144888,0,1.7187184427672932,0
1,7,40.44481912908671,76.93639724282318,53.27957474080794,452.90566233691663,14.954573285674462,0,2.7196962585957745,0
1,8,37.39169405052418,60.393612290402125,65.85683339328374,420.6170973741077,11.18479922318633,0,2.4898504366536884,0
1,9,38.907485956299126,73.87748459593357,63.41498495163143,445.29986783468416,18.964170549477128,0,1.4133875350850849,0
1,10,38.06356582351053,68.31263431403563,64.63317690683539,371.2495457292826,19.071705116680917,0,1.2690968345345257,0
1,11,39.325801441290494,56.017920605443216,62.52193128845643,417.7936830597382,14.81085061742259,0,1.8011456900235892,0
1,12,38.44693737848027,68.61395605508415,73.07054849698955,397.8504376534029,27.82321827907003,0,2.203168556106593,0
1,13,38.22095312698936,64.39135912525254,28.71874312112896,462.5494970403653,24.51766245312921,0,1.9404719222360864,0
1,14,38.51330023174351,79.77894044741517,42.22594672589529,351.4903838264088,17.491214782077318,0,1.299334151370825,0
1,15,38.851013832067366,76.58186652932028,53.85675305084419,418.8707737517903,26.859310667748883,0,1.7107309953797305,0
1,16,38.62288730576838,57.97946906122648,45.08506780103348,376.4735108120706,12.682425259339407,0,1.43831207269276,0
1,17,36.64137676670557,68.45517943888767,44.0672532262956,382.65178861180345,22.264681632667543,0,2.551568190147758,0
1,18,38.383757364154256,83.8618590121053,52.61866719247759,415.45302344336585,19.627770421169163,0,1.5130490808742783,0
1,19,38.487014436841854,48.26495378009777,33.91202248346514,340.4448292358086,20.511738412748333,0,1.9755820898049086,0
1,20,38.19717350361639,63.07639035218877,54.52321013500418,397.9172938176854,14.15660981190234,0,1.188647294770333,0
1,21,39.03710778709448,53.50207422505642,38.36995841064584,446.3884513533549,15.99086078325153,0,1.724391318242515,0
1,22,40.85515041803524,94.41985817484836,72.52507780859256,239.35851466223065,11.03603247599645,1,4.730441398319736,1
1,23,37.75638740039172,69.73592430635182,36.20863648649295,492.99606430105234,16.083733538318814,0,2.0885099998422127,0
1,24,38.274556938656026,61.43254974231806,58.34182697800948,462.63163665511945,22.63224080667348,0,1.5332665671045604,0
1,25,37.37476173580714,66.84633858532304,53.89824191372635,446.9093723066386,13.81524644560959,0,2.053771025924346,0
1,26,38.22788768514005,94.44644383727255,58.15483027777728,347.4964910281826,16.493338216050265,1,2.556896755141681,0
1,27,39.234543174624605,78.251056615142,61.01751597320069,342.7301642823148,16.24410287668036,0,1.6900021649314965,0
1,28,38.76027406740478,89.93780864607771,41.311921036465804,302.02255412442486,22.518476289935936,1,2.429908904019593,0
1,29,38.69368355953101,73.27183249036024,50.19502837816861,487.212044629439,18.67671583381022,0,1.5318001674172024,0
1,30,40.40411841661273,55.369843739338734,64.6577000121961,402.51880386820136,19.31364091451092,0,2.646206148947535,0
2,1,38.34357605027191,72.14000494092092,57.09856436860317,395.6302652405876,15.766031409657977,0,1.000966440499691,0
2,2,37.4396069427199,55.73953380788522,42.30552023546567,442.6065544218373,20.462394357755485,0,1.9721048351160808,0
2,3,37.881299794659206,66.53725105945527,50.87313077669,331.4217821301626,21.788936801741414,0,1.361094798208922,0
2,4,38.89254916845776,55.409919035732216,70.73006906257915,454.30731759739353,16.980478137577357,0,2.0228196915398855,0
2,5,38.86053338041423,103.52731490654722,58.56335766039751,468.1339384108359,24.77000881746601,0,3.494461847522144,0
2,6,40.15437090311275,74.32723897755139,11.757649059326702,300.81804182965925,10.567854161157912,1,3.6205240441289055,0
2,7,38.45233839021245,82.27892015741563,52.59299968479105,293.9700698544442,14.11742505670003,1,2.141951420155411,0
2,8,37.61038973518677,65.15143278259865,56.63111025300097,462.8811846396972,16.857151262621468,0,1.800584970108956,0
2,9,37.94523548309711,63.85263558533101,57.57480918470686,451.94531165020726,13.99851796472112,0,1.6915390736829168,0
2,10,38.265849134911335,68.17767032437119,25.81659039238215,456.7229014052541,26.332034276864373,0,2.1624492742117165,0
2,11,40.659618298669216,86.24470544594652,16.394874464310398,235.39989722692425,17.816266449032995,1,4.245651455426341,1
2,12,38.00463137406685,55.730695284219166,49.107119659073,205.52395959585564,14.878061793328552,0,3.0855281293923564,0
2,13,37.103526899909646,51.9980715840656,73.14601477788625,479.3958284290742,19.357939267301457,0,3.056362396563482,0
2,14,39.63766357743129,87.16186373238203,28.437984289824534,197.0864567946272,14.43314648193696,1,3.8314238891135948,1
2,15,39.61021177130175,52.62184501173151,81.995500619844,282.8747320286499,19.24107452482208,0,3.136374671184957,0
2,16,40.63352476842261,75.77276783494439,40.75067736685267,333.4257114947849,9.532637022875742,1,3.282096872090669,0
2,17,38.75340973835973,70.81314134035725,40.55448714102331,452.6052789971395,22.75868505232537,0,1.2604493100757503,0
2,18,38.002910429450765,64.79098406035853,51.75991074963173,476.6598937473055,17.04214305582085,0,1.573816078319182,0
2,19,39.58700184308753,60.60482124525723,43.881269708430565,415.697383358348,20.060732545366125,0,1.408392081127258,0
2,20,39.151653858781856,71.81952971294965,45.34599865109816,419.44998114930655,19.349284728161575,0,0.8954403956213505,0
2,21,39.83862234788798,75.65227082546917,23.119323497971777,373.1935892926056,26.024614608892872,0,2.5901993165059003,0
2,22,38.98663099503614,90.0718081979891,31.67109898379821,314.17369237397725,9.928393060432814,1,2.998141621966223,0
2,23,40.52184210692848,83.48759901509018,26.03971845366553,356.1374612809955,11.291634963037737,1,3.407414509201846,0
2,24,38.14513977724021,50.51915658502676,28.888043384351672,356.8933467248538,18.932764241440765,0,1.9851136688927054,0
2,25,37.074046845519504,80.70032280542672,45.46513636885538,399.7262302605822,16.58828699439923,0,2.3043529338809576,0
2,26,38.46626316012493,68.22718560338089,37.59153584671515,431.1607908544704,27.66369456501289,0,1.7763598189011103,0
2,27,37.48807301926954,56.55863086482261,44.85198145053248,427.4605872657304,20.348263322594395,0,1.7878127626048663,0
2,28,39.18845301445093,65.97676098548831,38.404853242168,401.4706104555366,22.489991456227248,0,1.1102279004741327,0
2,29,38.19764045887414,83.5996700648693,68.00617322620097,508.9652674146289,19.44534032185245,0,2.6006946527721047,0
