cow_id,day,temperature,heart_rate,activity,rumination,milk_yield,disease
1,1,40.64696412577026,85.63965722315233,35.55387651558948,439.32334195490125,8.97968386557335,1
1,2,38.336104130135574,60.30525614065048,58.13840065378947,372.19493843125224,17.671351232148716,0
1,3,36.671215691114476,74.50369682396904,62.24667621426991,308.5674401430483,17.859769679118827,0
1,4,37.98031521401658,79.65648768921554,46.61335549270196,404.05169228127545,12.876259068932717,0
1,5,38.58555341565587,59.84564337907547,40.996192248411326,456.8463892627983,21.45517000631091,0
1,6,38.05510818180775,64.86502775262066,34.13433606566149,449.3526947261913,13.895781750144888,0
1,7,40.44481912908671,76.93639724282318,53.27957474080794,452.90566233691663,14.954573285674462,0
1,8,37.39169405052418,60.393612290402125,65.85683339328374,420.6170973741077,11.18479922318633,0
1,9,38.907485956299126,73.87748459593357,63.414984951631425,445.29986783468416,18.964170549477128,0
1,10,38.06356582351053,68.31263431403563,64.63317690683539,371.2495457292826,19.071705116680914,0
1,11,39.325801441290494,56.017920605443216,62.52193128845643,417.7936830597382,14.81085061742259,0
1,12,38.44693737848027,68.61395605508415,73.07054849698955,397.85043765340293,27.82321827907003,0
1,13,38.22095312698936,64.39135912525254,28.71874312112896,462.5494970403653,24.517662453129212,0
1,14,38.51330023174351,79.77894044741517,42.22594672589529,351.49038382640873,17.491214782077318,0
1,15,38.851013832067366,76.58186652932028,53.85675305084419,418.8707737517903,26.859310667748883,0
1,16,38.62288730576838,57.979469061226474,45.085067801033475,376.4735108120706,12.682425259339407,0
1,17,36.64137676670557,68.45517943888767,44.0672532262956,382.65178861180345,22.264681632667546,0
1,18,38.383757364154256,83.8618590121053,52.61866719247759,415.45302344336585,19.627770421169163,0
1,19,38.487014436841854,48.26495378009777,33.91202248346514,340.4448292358086,20.511738412748333,0
1,20,38.19717350361639,63.076390352188774,54.523210135004184,397.9172938176854,14.156609811902339,0
1,21,39.037107787094484,53.50207422505642,38.369958410645836,446.3884513533549,15.99086078325153,0
1,22,40.85515041803524,94.41985817484836,72.52507780859256,239.35851466223062,11.03603247599645,1
1,23,37.75638740039172,69.73592430635182,36.20863648649295,492.99606430105234,16.083733538318814,0
1,24,38.274556938656026,61.43254974231806,58.34182697800948,462.63163665511945,22.63224080667348,0
1,25,37.37476173580714,66.84633858532304,53.89824191372635,446.9093723066386,13.81524644560959,0
1,26,38.227887685140054,94.44644383727255,58.15483027777728,347.4964910281826,16.493338216050265,1
1,27,39.234543174624605,78.251056615142,61.01751597320069,342.7301642823148,16.24410287668036,0
1,28,38.76027406740478,89.93780864607771,41.311921036465804,302.02255412442486,22.518476289935936,1
1,29,38.69368355953101,73.27183249036024,50.19502837816861,487.212044629439,18.67671583381022,0
1,30,40.40411841661273,55.369843739338734,64.6577000121961,402.51880386820136,19.31364091451092,0
2,1,38.343576050271906,72.14000494092092,57.09856436860317,395.6302652405876,15.766031409657975,0
2,2,37.4396069427199,55.73953380788522,42.30552023546567,442.60655442183725,20.462394357755485,0
2,3,37.881299794659206,66.53725105945527,50.87313077669,331.4217821301626,21.788936801741418,0
2,4,38.89254916845776,55.409919035732216,70.73006906257915,454.30731759739353,16.980478137577357,0
2,5,38.86053338041423,103.52731490654722,58.56335766039751,468.1339384108359,24.770008817466014,0
2,6,40.15437090311275,74.32723897755139,11.757649059326702,300.81804182965925,10.567854161157912,1
2,7,38.452338390212454,82.27892015741563,52.59299968479105,293.9700698544442,14.11742505670003,1
2,8,37.61038973518677,65.15143278259865,56.63111025300097,462.88118463969715,16.857151262621468,0
2,9,37.94523548309711,63.85263558533101,57.57480918470686,451.94531165020726,13.998517964721119,0
2,10,38.265849134911335,68.17767032437119,25.81659039238215,456.72290140525405,26.332034276864373,0
